1508,190,1,1993
3076,1082,1,1992
1083,446,2,1992
4050,1466,2,1986
1077,1579,1,1987
5256,449,1,1986
4040,818,1,1991
2648,380,1,1984
2942,362,1,1991
5800,412,2,1988
1166,1296,1,1990
1606,1183,1,1991
3418,635,2,1986
2131,236,2,1989
4921,232,1,1988
5287,518,1,1981
4634,291,1,1993
2590,672,1,1981
230,395,1,1992
1370,478,1,1982
3209,588,2,1987
3913,595,1,1987
4346,914,1,1982
1206,217,1,1987
4545,1877,1,1988
3240,138,1,1989
2136,1582,1,1972
972,548,1,1990
304,1078,1,1993
3976,142,1,1985
5677,691,1,1986
5783,206,1,1983
5169,231,1,1985
659,2301,1,1988
96,251,1,1992
5138,472,2,1988
1557,374,1,1995
4793,272,1,1983
446,1153,2,1971
5878,1446,1,1987
4089,356,1,1961
4842,340,1,1982
5037,286,1,1984
4046,504,1,1990
1797,966,1,1984
2060,414,1,1988
4637,425,1,1992
4225,916,1,1980
4681,1836,1,1989
5681,1229,1,1985
5286,1553,1,1994
2740,419,1,1984
98,860,2,1988
5448,244,1,1975
2793,212,1,1989
3719,1424,1,1991
4729,1084,2,1970
2155,1510,1,1981
4514,1080,1,1986
5229,1620,1,1968
638,1341,2,1966
57,139,2,1968
92,636,1,1978
1559,169,1,1986
3863,695,2,1985
1036,1592,1,1984
5825,417,1,1978
2419,1032,1,1981
2702,1618,1,1983
3474,818,1,1975
4383,468,1,1978
1817,825,1,1986
4455,723,1,1989
1077,1165,1,1977
1801,301,2,1988
3663,545,1,1982
5305,1158,1,1988
1048,623,1,1985
4347,1070,1,1994
5038,1014,1,1984
1606,1018,2,1991
3741,2019,1,1988
2268,6284,1,1990
1784,122,1,1981
4057,506,1,1979
3849,1517,1,1984
5066,137,1,1982
2969,1519,1,1972
4509,920,1,1990
2005,521,1,1986
41,730,1,1983
3765,1146,1,1982
2659,562,1,1991
3918,581,2,1992
4162,866,1,1991
4857,814,1,1987
2519,611,1,1992
1367,1006,2,1973
613,1333,1,1991
4089,1043,1,1971
3801,1590,1,1991
364,530,2,1986
2987,385,1,1986
4675,1424,1,1989
3967,530,1,1962
3674,333,1,1980
665,219,1,1992
1723,645,2,1984
216,691,1,1986
1679,881,1,1987
1590,438,2,1990
3275,4246,1,1994
2764,1394,1,1970
3158,1317,1,1980
1793,472,2,1991
4046,775,1,1988
1902,785,2,1983
5668,1355,2,1985
4921,1176,1,1978
5772,959,2,1989
3125,424,1,1987
2593,1061,1,1960
4042,366,1,1992
764,679,1,1996
2724,174,2,1989
5031,485,1,1985
5334,594,1,1988
4329,1009,1,1984
1050,1354,2,1981
3719,1359,2,1980
5237,387,1,1981
3695,421,1,1966
4504,1396,1,1976
5218,1547,2,1988
2121,1550,1,1980
4383,539,1,1984
5231,1024,1,1997
4363,634,1,1989
4521,647,1,1983
1556,262,1,1981
4907,514,2,1983
3726,731,2,1987
4162,447,1,1993
3989,285,1,1985
2034,976,1,1982
1437,189,1,1989
4415,1313,2,1990
5444,383,1,1969
2010,213,1,1978
4613,626,2,1981
1428,1373,2,1987
304,1418,2,1963
3749,1350,2,1990
3303,1200,2,1993
3103,1400,1,1991
3473,196,1,1994
1549,1398,1,1972
340,1403,2,1991
5706,297,1,1994
1801,1212,2,1983
2251,243,1,1983
2676,616,1,1989
3097,1425,1,1984
2631,1149,1,1974
4950,186,1,1952
5821,231,2,1964
5273,1338,2,1962
5864,1363,1,1960
1633,457,1,1967
5896,1653,1,1985
4649,480,1,1967
4408,701,1,1988
2106,577,1,1996
3471,627,1,1993
888,1181,2,1971
653,423,2,1992
4033,194,1,1985
5868,868,1,1987
4241,235,1,1990
1906,1417,2,1963
222,466,1,1956
4797,1454,2,1961
5885,381,1,1990
3158,945,1,1990
5499,1126,1,1984
5715,577,1,1983
4886,902,1,1969
3275,660,1,1994
2099,969,1,1984
834,1018,1,1987
2915,1474,1,1986
4142,974,2,1994
4250,492,1,1989
5570,1016,1,1989
1000,542,1,1965
4593,1004,1,1987
4819,467,1,1981
4383,855,1,1966
5519,547,1,1988
2421,972,1,1988
5877,1331,1,1984
4619,289,1,1988
3500,680,2,1986
2764,1388,1,1970
4905,386,1,1968
327,943,1,1969
1716,327,2,1987
1423,544,1,1967
175,439,2,1979
3391,343,2,1966
4954,1047,1,1981
3240,156,1,1989
1905,357,1,1979
5037,323,1,1984
3379,590,1,1987
5329,941,1,1981
1144,1155,1,1982
4136,638,2,1985
2916,597,2,1987
3873,925,1,1993
425,436,1,1990
3265,660,1,1980
2949,1246,1,1968
5183,707,2,1988
1339,212,1,1992
4965,519,2,1990
2121,1384,1,1980
2607,570,1,1985
5218,1391,2,1988
4347,306,2,1992
3377,332,1,1974
744,790,2,1993
4826,792,1,1992
724,226,2,1988
838,672,2,1985
1938,647,1,1995
5575,709,1,1990
148,708,2,1990
1790,227,1,1970
2572,1591,1,1980
5677,400,1,1991
3752,291,2,1973
1339,130,1,1992
579,188,1,1966
5353,439,2,1992
1926,213,1,1987
41,565,1,1987
5138,1390,2,1981
992,1181,2,1988
817,853,1,1986
1480,270,2,1992
4475,214,1,1991
3741,429,1,1988
5821,645,2,1982
4031,1000,2,1988
2910,347,1,1988
5123,297,1,1976
3595,1475,2,1987
1337,1655,1,1972
4264,908,1,1988
3104,579,1,1981
2406,552,1,1990
2583,1071,1,1986
729,911,2,1991
1841,547,1,1989
4654,254,2,1981
2382,362,1,1975
3148,1422,1,1983
2800,296,1,1992
2826,570,1,1987
1396,920,1,1982
3500,786,2,1986
5530,273,1,1993
468,685,1,1993
4713,1006,1,1985
3076,905,1,1989
4398,1040,2,1989
327,814,2,1994
1708,605,1,1980
1370,348,2,1979
4163,1448,1,1992
653,211,1,1990
30,644,1,1990
2555,651,1,1988
3831,600,1,1988
5021,680,1,1994
2734,344,1,1972
403,2182,1,1987
2346,63,2,1984
1831,338,1,1989
2659,668,1,1986
1827,198,1,1982
4630,129,1,1988
4381,906,1,1991
1957,410,1,1976
5772,1350,2,1987
1556,913,1,1981
2157,1719,1,1993
3158,936,1,1984
4621,1947,1,1985
867,1197,1,1981
4017,803,2,1976
494,870,2,1994
5581,357,1,1986
2441,1179,1,1991
838,819,2,1985
3741,431,1,1975
5598,771,2,1968
57,455,1,1985
1364,447,1,1988
133,1151,2,1984
1480,353,2,1992
957,392,1,1986
5796,481,1,1982
1165,475,2,1986
3107,1653,2,1989
4142,1646,2,1994
2550,1106,1,1987
3104,432,1,1969
810,575,1,1990
5874,520,1,1963
620,1358,1,1993
4140,1299,1,1990
5549,312,1,1993
776,267,2,1987
3323,267,1,1987
4388,343,1,1986
5715,539,1,1993
1401,787,1,1991
3865,397,1,1995
3821,613,1,1967
3271,480,1,1986
207,432,1,1989
2881,1595,1,1986
3015,465,2,1978
3454,736,1,1987
4882,481,1,1985
5548,1338,2,1990
75,150,1,1990
1092,495,2,1986
3915,581,1,1980
2595,409,1,1990
1305,607,2,1982
2797,904,2,1968
3561,555,1,1982
3650,955,1,1989
3696,1159,1,1979
5277,1581,1,1963
5811,304,2,1993
5448,1266,2,1992
2005,402,1,1994
1738,1603,2,1963
1611,1078,1,1992
4221,659,1,1985
1801,1290,2,1991
3148,385,1,1971
4217,270,1,1961
2643,736,1,1979
5296,426,1,1989
5717,1371,1,1986
5605,421,1,1971
898,1005,1,1978
4243,1119,1,1989
4958,754,1,1966
3103,798,2,1986
3193,723,2,1990
3887,157,2,1993
5841,430,1,1990
2812,158,1,1987
4949,882,1,1982
236,379,2,1993
1154,1446,2,1986
5865,1419,2,1982
2343,203,1,1992
5710,1474,1,1986
5534,495,1,1988
2130,317,2,1988
2714,270,1,1988
2382,853,1,1987
85,867,2,1987
2759,551,1,1987
3700,487,1,1991
4573,868,1,1978
867,671,1,1981
1956,889,2,1980
5237,770,1,1964
468,1131,1,1993
3275,2309,1,1994
1831,475,1,1985
4640,179,1,1991
4203,549,2,1964
729,1297,2,1991
696,645,1,1972
1770,1044,1,1988
4987,461,1,1979
3633,438,2,1962
651,837,2,1987
2529,272,2,1977
5783,151,1,1983
41,1521,1,1987
995,505,1,1993
2155,616,2,1993
4699,1181,1,1987
4563,524,1,1969
5311,662,2,1989
5599,898,2,1991
648,428,1,1986
5216,134,1,1989
1337,959,1,1989
1228,351,1,1974
3134,955,1,1987
4907,583,2,1983
4140,578,1,1982
5470,1159,2,1985
5561,1019,1,1989
796,1074,1,1989
5839,715,1,1990
1556,807,1,1981
3377,377,1,1991
1517,582,1,1987
1723,516,2,1988
817,523,1,1989
4481,1248,1,1993
3760,242,1,1972
1761,263,1,1985
3479,1833,2,1971
5061,885,1,1986
4422,364,1,1994
2714,404,2,1977
2783,637,2,1978
5732,1091,1,1982
2346,1255,2,1984
5262,1021,1,1987
639,1404,2,1984
2306,1404,1,1986
1144,1509,1,1982
5783,327,1,1993
1465,685,1,1995
